,Temperature / K,Resistivity / Ohm (H = 0T),Resistivity /Ohm (H = 5T)
0,0.050047931291452186,0.7335809771515639,0.5133999160579582
1,0.23310789132308418,0.6869237446597221,0.5750780331183303
2,0.3673026739882924,0.43167657856553493,0.4671982778949364
3,0.539837886277531,0.5484632454814375,0.5526189917840044
4,0.6848754081245212,0.6275808837293374,0.5174546371143516
5,0.850054090016646,0.6124054202252334,0.6957849450692519
6,1.0054341156992834,0.6515229096652146,0.4551478174817104
7,1.1605982198839297,0.6325049963351962,0.71911104632604
8,1.326672607504906,0.8394873555807647,0.6911302428081347
9,1.4815065883696545,0.814058112031403,0.8481261005362617
10,1.6427153446161598,0.7177918723726965,0.7131134723636479
11,1.8065463990762345,0.7627809504540888,0.9486613383736497
12,1.9589491857548524,0.9813586869471507,0.9299565404143428
13,2.118778103898561,0.9619822730941252,0.8836166076279953
14,2.2644309036300694,1.3612136297350408,0.9658293885584189
15,2.4367248023541888,1.12599869409011,1.0640080815629358
16,2.5934814154424792,1.4682766820871564,1.2064262283112959
17,2.755435649288558,1.3393524337252654,1.3615025222005688
18,2.906110902172177,1.5161329861634538,1.3955829297428763
19,3.0736085520680474,1.4794824090334568,1.2521422336223877
20,3.220369311950159,1.5942451663246535,1.4678141070144166
21,3.385315910506296,1.7015773985411844,1.5235054242620492
22,3.5316466958818142,2.052750238635474,1.5850161183456537
23,3.715934063277521,2.0538353039063066,1.6096184100371937
24,3.871735122045831,2.3634081190875103,1.6515605857159055
25,4.015126294123955,2.4752621424048438,1.7804516146742526
26,4.167758086910664,2.573020361430855,1.7822543058892548
27,4.340735705755444,2.756698873822483,1.8778226963091287
28,4.484484639329214,2.747294777561435,2.0984199779192343
29,4.643751982344635,3.0445289057708598,1.9650673925669304
30,4.804386606099302,2.9551655207447243,2.2018793472804536
31,4.954096620280992,3.1998440296332618,2.250856974858427
32,5.126723211850137,3.3745970008704447,2.423656117556147
33,5.2721609783419385,3.410372458939399,2.3623265207090753
34,5.4504639458013555,3.824107502861528,2.5569891617684215
35,5.590761809080985,4.028253966102798,2.540389425931183
36,5.749421471232082,4.154136032294001,2.6952555519007637
37,5.912989309281515,4.229592967898829,2.6933598616673993
38,6.079078390640626,4.607816462827876,2.717584213589258
39,6.2270237473724785,4.896118113398131,2.9989749952371967
40,6.4080777633940995,5.219730826388859,3.0699515254866174
41,6.54337850880427,5.09098459388522,3.2469022011534654
42,6.710313203642081,5.447088643373311,3.3248304952687513
43,6.869932106772474,5.665765875217334,3.429584659199147
44,7.022191822239563,5.979336269537804,3.481434640133091
45,7.188720930320448,5.993620905150352,3.7046697280561696
46,7.335928609397054,6.412655459052723,3.6515325340917415
47,7.4978602413867765,6.675574246047916,3.679231809533131
48,7.664911127293975,6.944932556305846,3.776490461641291
49,7.816338082676711,6.896191566400524,3.9307506879190504
50,7.970509585903431,7.452354381693667,4.118897738678778
51,8.132790216379714,7.727698507119603,4.387413644459583
52,8.275096964512336,7.989848632937037,4.562768951393771
53,8.43116428687413,8.300912078153418,4.650514159338913
54,8.627136856537469,8.551428861675033,4.875774343653837
55,8.762809198794033,8.831297677718702,4.823702324044392
56,8.910153141078098,8.9024114928776,5.219447748012101
57,9.089232564415044,9.396117259030115,5.031695495059625
58,9.242004774022664,9.58245013308023,5.045665746351683
59,9.398579034893409,9.883991766203481,5.206562982551654
60,9.573668672358519,10.39274126748147,5.496020450775081
61,9.683695370411296,10.616500954274644,5.636731194948295
62,9.877336850738072,11.008436908719329,5.658596618897385
63,10.024579942422227,11.189199581744674,5.852399371014766
64,10.19581622781375,11.707860239572266,5.926413079036927
65,10.326011368164492,11.789438940163203,5.931760706908574
66,10.518405591442987,12.343323084110061,6.11868500744942
67,10.657680637924386,12.53243229768026,6.389998328300366
68,10.835949921028762,13.154825718022725,6.554256120316297
69,10.964295616623302,13.370289924990717,6.75227122412547
70,11.149438763926842,13.579981246347234,6.804651882086059
71,11.282604794306295,13.966520214907113,7.05909278026073
72,11.447498747954228,14.53607019159879,7.067655557464918
73,11.605825741418371,14.910962805283033,7.402042305638549
74,11.762849943259578,15.208141331161091,7.624249866535147
75,11.924908225380694,15.595058599877039,7.4755786293477495
76,12.06710939534845,15.917569117368805,7.696931249547195
77,12.240588683698522,16.216493793076225,7.950354941204768
78,12.397531807952834,16.70214444949522,8.08288791441594
79,12.547476000087672,17.138532506819008,8.266476664286852
80,12.710461005539921,17.59929361021599,8.348147568462169
81,12.88191732826033,18.003340856403415,8.651175322069873
82,13.015208628035785,18.41267587284451,8.763587087989524
83,13.183434876981979,19.047495774853957,8.924752393365189
84,13.348614739385376,19.232467496046137,9.187676073889342
85,13.513921883419066,19.60572755996956,9.012913684043662
86,13.663294824575708,20.262061020132254,9.453487235764632
87,13.828452494300747,20.647046931843953,9.568077536665045
88,13.97392714813946,21.097519706139774,9.659151471694313
89,14.140769111039752,21.39183013579253,9.74569999332638
90,14.299165255804406,22.01305214135934,10.033274748027903
91,14.463318919542312,22.413132379398714,10.211607600650074
92,14.623009885434609,23.083080761039405,10.48088476342321
93,14.775011588368066,23.432511456519265,10.8077145499625
94,14.928174558757798,23.936333443711302,10.950881061332094
95,15.089187152994825,24.323207396498677,10.920442535045643
96,15.248237441932416,24.879773077903614,11.134536106315739
97,15.405255837728408,25.32905456672248,11.225123054824689
98,15.571490941984564,25.973360703137118,11.562496967025972
99,15.733293565222265,26.471294597715836,11.882547987359896
100,15.894292454138649,26.94480779876571,11.955040525265082
101,16.03741118662913,27.563250765337084,12.150317735076525
102,16.197464100141723,27.94532325985528,12.303013661974457
103,16.352204119912574,28.499409435808577,12.4266253116838
104,16.511147221346246,28.94059672545486,12.669155059215534
105,16.687664809768133,29.70437247683808,12.97550197265764
106,16.81498775880977,30.032255366348412,12.947464879441984
107,16.98007246262051,30.712281187398155,13.32708858291492
108,17.13800885442524,31.270039569374863,13.361847744663146
109,17.317076201619233,31.774882289117773,13.655148960197522
110,17.4573201787922,32.606924491922854,13.975033751365794
111,17.5992877555219,32.79897850623158,13.982022557901102
112,17.78285732572444,33.559714632907905,14.250724411058584
113,17.94569929882276,34.1461070248833,14.462682410198815
114,18.095860184730423,34.86760443926366,14.751040046328699
115,18.25434362210734,35.253152874961124,14.838583072610326
116,18.415158435870033,35.857183291911575,15.188122172238975
117,18.570607174567055,36.325404877719684,15.135184203960074
118,18.7321047400688,37.06074020637463,15.550638431981659
119,18.91189003357818,37.72064365450954,15.69099263219524
120,19.038830813576887,38.205518933461,15.849717985141254
121,19.18777411419705,38.627142390443204,16.351027016713758
122,19.358250010322287,39.503538199726755,16.247160386817235
123,19.53791858370678,40.27514157140261,16.726072276349488
124,19.68748245692576,40.77769248582122,16.765118818136187
125,19.852213841887565,41.47447252566304,16.94460528346611
126,19.99417159499827,42.10492636565916,17.340455367319716
